"FECHA","Precipitacion","Maxima","Minima","Media"
29-09-2013,0,28.7,21.8,25.25
30-09-2013,0,28.1,20.3,24.2
01-10-2013,0,28.9,21.2,25.05
02-10-2013,0,26.8,22.2,24.5
03-10-2013,2.6,24.1,21.9,23
04-10-2013,8.1,24.3,19.5,21.9
05-10-2013,0.4,25.1,18.7,21.9
06-10-2013,12.4,23.2,18.6,20.9
07-10-2013,0,23.2,17.3,20.25
08-10-2013,0.2,23,18.3,20.65
09-10-2013,0,21.4,19,20.2
10-10-2013,0.3,21.8,16.5,19.15
11-10-2013,1.5,16.5,11.6,14.05
12-10-2013,0,19.1,13,16.05
13-10-2013,0,22.1,14.9,18.5
14-10-2013,0,22.9,16.5,19.7
15-10-2013,0,25.8,18.6,22.2
16-10-2013,0,25.3,18.8,22.05
17-10-2013,0,23.7,19.7,21.7
18-10-2013,0,24.8,19.2,22
19-10-2013,0,25.1,20,22.55
20-10-2013,0,24.6,20.1,22.35
21-10-2013,0,24.1,18.7,21.4
22-10-2013,1.3,24.3,19.8,22.05
23-10-2013,0,26.5,19.5,23
24-10-2013,0,24.7,17.8,21.25
25-10-2013,0,24.2,19.7,21.95
26-10-2013,0,23.6,20,21.8
27-10-2013,0,28.5,20.8,24.65
28-10-2013,0.6,24.9,20,22.45
29-10-2013,1.5,20.1,15.2,17.65
30-10-2013,0,17.4,14,15.7
31-10-2013,0,20,13.8,16.9
01-11-2013,0,20.1,13.2,16.65
02-11-2013,0,23.7,17.3,20.5
03-11-2013,0,20.2,16.8,18.5
04-11-2013,0,19.6,16.3,17.95
05-11-2013,0,25,15.3,20.15
06-11-2013,0,22.2,17.1,19.65
07-11-2013,0,21.8,15.6,18.7
08-11-2013,0,24.7,16.9,20.8
09-11-2013,0,18.6,15.6,17.1
10-11-2013,0,21.8,14,17.9
11-11-2013,0,18.9,12.8,15.85
12-11-2013,0,21.4,12.2,16.8
13-11-2013,0,20.9,16.1,18.5
14-11-2013,0,20.2,14.1,17.15
15-11-2013,3.2,17.1,10.3,13.7
16-11-2013,17,15.2,9.8,12.5
17-11-2013,25.1,16.1,13,14.55
18-11-2013,25.9,16.7,13.3,15
19-11-2013,0,19,13.1,16.05
20-11-2013,0,13.7,9,11.35
21-11-2013,0,13.9,9,11.45
22-11-2013,0,13.7,8.1,10.9
23-11-2013,0,12.8,6.7,9.75
24-11-2013,0,15.4,8.4,11.9
25-11-2013,0,15.1,7.6,11.35
26-11-2013,0,13.6,6.8,10.2
27-11-2013,0,12,5.2,8.6
28-11-2013,0,12.6,5.7,9.15
29-11-2013,0,12,5,8.5
30-11-2013,0,10.3,6.3,8.3
01-12-2013,0,15.7,7.1,11.4
02-12-2013,0,12.9,7.1,10
03-12-2013,0,18.1,9.8,13.95
04-12-2013,0,17.8,7.5,12.65
05-12-2013,0,17.8,9.5,13.65
06-12-2013,0,14.1,8.6,11.35
07-12-2013,0,15.3,6.4,10.85
08-12-2013,0,14.9,8.1,11.5
09-12-2013,0,15.1,7.5,11.3
10-12-2013,0,14.4,6,10.2
11-12-2013,0,15.2,10.7,12.95
12-12-2013,0,16.5,9.4,12.95
13-12-2013,0,13.6,6.3,9.95
14-12-2013,0,15.8,7,11.4
15-12-2013,0,15.8,7.5,11.65
16-12-2013,0,14.3,9.2,11.75
17-12-2013,0,15.3,11.9,13.6
18-12-2013,0,16,9.8,12.9
19-12-2013,12.6,14,11.3,12.65
20-12-2013,0.1,14.9,9.9,12.4
21-12-2013,0,14.7,8.3,11.5
22-12-2013,0,15.4,6.2,10.8
23-12-2013,0,14.8,7.1,10.95
24-12-2013,0.4,14.7,9.4,12.05
25-12-2013,1.9,15.2,10.9,13.05
26-12-2013,0,13.5,9.2,11.35
27-12-2013,0,14.3,8.8,11.55
28-12-2013,0,17.4,10.8,14.1
29-12-2013,0,15.1,8.7,11.9
30-12-2013,0,13,5.9,9.45
31-12-2013,0,13.6,7.2,10.4
01-01-2014,0,15.4,6.8,11.1
02-01-2014,0,17.9,12.3,15.1
03-01-2014,0,20.6,12.8,16.7
04-01-2014,1.3,15.4,9.8,12.6
05-01-2014,0,14.7,9.2,11.95
06-01-2014,0,17.3,11.6,14.45
07-01-2014,0.1,15.8,10,12.9
08-01-2014,0,15.2,9.6,12.4
09-01-2014,0,14.5,7.3,10.9
10-01-2014,0,13,10,11.5
11-01-2014,4.3,14.4,10.7,12.55
12-01-2014,0.2,16.1,11.6,13.85
13-01-2014,0.8,15.3,10.5,12.9
14-01-2014,0,13.9,9.5,11.7
15-01-2014,0.1,13.8,8.9,11.35
16-01-2014,0,15.2,11.4,13.3
17-01-2014,0,15.7,9.7,12.7
18-01-2014,1.5,15.4,8.6,12
19-01-2014,13.3,14.4,9.3,11.85
20-01-2014,0,14.6,8.2,11.4
21-01-2014,0,15.3,6.6,10.95
22-01-2014,2.7,10.3,6.3,8.3
23-01-2014,0,14.1,9,11.55
24-01-2014,0,16,9,12.5
25-01-2014,0,14.3,11.1,12.7
26-01-2014,0,18.4,10.8,14.6
27-01-2014,0,17.1,10.3,13.7
28-01-2014,0,12.7,7.8,10.25
29-01-2014,15.9,15,7.8,11.4
30-01-2014,0,13.6,8,10.8
31-01-2014,0,13.8,7,10.4
01-02-2014,0.9,12.1,7.4,9.75
02-02-2014,0,14.7,6.9,10.8
03-02-2014,0,13.8,6.4,10.1
04-02-2014,0.1,14.7,7.8,11.25
05-02-2014,0.1,17.4,11.2,14.3
06-02-2014,0,16.6,10.3,13.45
07-02-2014,0,16.9,12.9,14.9
08-02-2014,0.1,16.6,12.6,14.6
09-02-2014,12.5,13.9,8.7,11.3
10-02-2014,0,14.2,8.7,11.45
11-02-2014,0,13.8,8,10.9
12-02-2014,0,15.8,6.9,11.35
13-02-2014,0,20.8,12.3,16.55
14-02-2014,0,20.8,12.3,16.55
15-02-2014,0,20.2,13.3,16.75
16-02-2014,5.5,15.9,9.8,12.85
17-02-2014,0,13.6,7,10.3
18-02-2014,0,15.4,10,12.7
19-02-2014,0,16.4,11,13.7
20-02-2014,0,15.9,8.7,12.3
21-02-2014,2.8,16.1,9.9,13
22-02-2014,0,15.6,8.8,12.2
23-02-2014,0,14.9,7,10.95
24-02-2014,0,16,8.7,12.35
25-02-2014,0,16.4,9,12.7
26-02-2014,0,15.4,9.5,12.45
27-02-2014,0,13.8,8.5,11.15
28-02-2014,0,17.4,9.1,13.25
01-03-2014,0,14.5,7.6,11.05
02-03-2014,0,14.2,8.9,11.55
03-03-2014,0,15.8,10.3,13.05
04-03-2014,0,16.8,8.3,12.55
05-03-2014,0,16.9,9.8,13.35
06-03-2014,0,17.7,8.8,13.25
07-03-2014,0,18.3,10.2,14.25
08-03-2014,0,17.1,8.9,13
09-03-2014,0,16.9,10.8,13.85
10-03-2014,0,19,9.7,14.35
11-03-2014,0,17.1,11.3,14.2
12-03-2014,0,15.2,10.6,12.9
13-03-2014,0,16,11.7,13.85
14-03-2014,0,17.3,10.7,14
15-03-2014,0,21.1,10,15.55
16-03-2014,0,19.65,11.15,15.4
18-03-2014,0,18.2,12.3,15.25
19-03-2014,0,18,11.9,14.95
20-03-2014,0,17.1,11.9,14.5
21-03-2014,0,16.6,12.1,14.35
22-03-2014,0.4,16.9,12.8,14.85
23-03-2014,0,17.3,9.1,13.2
24-03-2014,0.2,16.4,8,12.2
25-03-2014,0,17.8,9.8,13.8
26-03-2014,1.2,13.4,7.1,10.25
27-03-2014,0,13.9,9.4,11.65
28-03-2014,0,16.7,9.3,13
29-03-2014,0.1,15.2,13,14.1
30-03-2014,4.9,14.7,13.3,14
31-03-2014,0.1,17.3,13.4,15.35
01-04-2014,0,16,12.5,14.25
02-04-2014,1.3,17.1,12.4,14.75
03-04-2014,28.3,16.9,12.8,14.85
04-04-2014,0,22.4,13,17.7
05-04-2014,0,19.2,13.1,16.15
08-04-2014,0,19.9,13.4,16.65
09-04-2014,0,19.6,14.1,16.85
10-04-2014,0,19.5,14,16.75
11-04-2014,0.7,19.6,14.9,17.25
12-04-2014,0,17.7,14.8,16.25
13-04-2014,0,20.7,14.7,17.7
14-04-2014,0,20.8,15.5,18.15
15-04-2014,0,20.8,15.8,18.3
16-04-2014,0,18.6,14.7,16.65
17-04-2014,0,18.4,13.8,16.1
18-04-2014,0,20.8,13.9,17.35
19-04-2014,2,17.5,14.7,16.1
20-04-2014,1.6,16.1,12.5,14.3
21-04-2014,1.8,16.6,13.7,15.15
22-04-2014,0,20,14.7,17.35
23-04-2014,0,21.1,13.6,17.35
24-04-2014,0,21.6,15.5,18.55
25-04-2014,0,22,14.5,18.25
26-04-2014,0.2,22.9,13.2,18.05
27-04-2014,0,23.2,13.2,18.2
28-04-2014,0,19.1,14.2,16.65
29-04-2014,0,19,13.6,16.3
30-04-2014,0,19.8,14.3,17.05
01-05-2014,0,20.4,15.6,18
02-05-2014,0,18.5,15.2,16.85
03-05-2014,0,22.4,13.6,18
04-05-2014,1.1,18.8,14.9,16.85
05-05-2014,0,18.3,13.3,15.8
06-05-2014,0,20,14.8,17.4
07-05-2014,0,20,15.7,17.85
08-05-2014,0,22.3,16.6,19.45
09-05-2014,0,22.3,16.5,19.4
10-05-2014,0.7,23.4,16.9,20.15
11-05-2014,0,21.5,17.1,19.3
12-05-2014,1.2,19.3,16.2,17.75
13-05-2014,0,16.5,14.1,15.3
14-05-2014,0,18.9,13.2,16.05
15-05-2014,0,19.8,14.3,17.05
16-05-2014,0,18.5,15.6,17.05
17-05-2014,0,20.6,15.8,18.2
18-05-2014,0,18.5,16,17.25
19-05-2014,0,19.8,15.3,17.55
20-05-2014,1.6,19.8,16.2,18
21-05-2014,0,21,17.7,19.35
22-05-2014,0,22.9,16.3,19.6
23-05-2014,0,22.5,16,19.25
24-05-2014,0,19.1,14.7,16.9
25-05-2014,6.7,20.4,16.2,18.3
26-05-2014,7.7,18.4,14.3,16.35
27-05-2014,0,20.3,14,17.15
28-05-2014,5,21.2,15.1,18.15
29-05-2014,0.1,21.3,15.9,18.6
30-05-2014,9.5,19.1,15.5,17.3
31-05-2014,0,21.4,14.6,18
01-06-2014,0,22.6,15.8,19.2
02-06-2014,0,23.1,18.1,20.6
03-06-2014,0,22.1,18.7,20.4
04-06-2014,0,23.1,17.4,20.25
05-06-2014,0,21.8,17.7,19.75
06-06-2014,0,21.9,17.6,19.75
07-06-2014,0,21.6,17,19.3
08-06-2014,0,25.1,19.3,22.2
09-06-2014,0,25.7,20.3,23
10-06-2014,0,24.8,20.6,22.7
11-06-2014,0,25.8,19.3,22.55
12-06-2014,0,27.9,22,24.95
13-06-2014,0,28.9,22.3,25.6
14-06-2014,16.6,28.9,20.9,24.9
15-06-2014,0.2,24.4,17.5,20.95
16-06-2014,0.2,24.6,20.3,22.45
17-06-2014,5.5,24.8,18.1,21.45
18-06-2014,0,23.5,17.7,20.6
19-06-2014,0,24.3,19.2,21.75
20-06-2014,0,26.3,20.4,23.35
21-06-2014,0,26.9,22,24.45
22-06-2014,0,25.8,21.3,23.55
23-06-2014,0,26.3,20.8,23.55
24-06-2014,0.3,25.2,20.5,22.85
25-06-2014,0,25.6,19.5,22.55
26-06-2014,0,27.4,22,24.7
27-06-2014,0,26.2,20.5,23.35
28-06-2014,0,26.6,21.5,24.05
29-06-2014,0,25.1,19.3,22.2
30-06-2014,0,24.2,19.8,22
01-07-2014,0,26.7,21.5,24.1
02-07-2014,0,24.8,22,23.4
03-07-2014,8.7,25.5,21.4,23.45
04-07-2014,0,27.3,19.9,23.6
05-07-2014,0,27.7,21.3,24.5
06-07-2014,0.6,26.1,22.4,24.25
07-07-2014,16.1,23.2,18.3,20.75
08-07-2014,0,24.4,18.2,21.3
09-07-2014,0,25.2,19.9,22.55
10-07-2014,0,25.5,19.7,22.6
11-07-2014,0,26.2,19.7,22.95
12-07-2014,0,24.5,19.7,22.1
13-07-2014,0,26,20,23
14-07-2014,0,25.1,21.9,23.5
15-07-2014,0,25.4,21.5,23.45
16-07-2014,0,26.9,22.3,24.6
17-07-2014,0,28.5,23,25.75
18-07-2014,0,28.6,23.5,26.05
19-07-2014,0,27.9,23.7,25.8
20-07-2014,0,31.8,22.2,27
21-07-2014,0,26.7,21.5,24.1
22-07-2014,0,27.1,21.8,24.45
23-07-2014,0,27.6,21.6,24.6
24-07-2014,0,28.3,22.7,25.5
25-07-2014,0.4,28.6,23.4,26
26-07-2014,0,26.7,22.9,24.8
27-07-2014,0,27.5,24.4,25.95
28-07-2014,17.1,27.2,20.9,24.05
29-07-2014,4.2,24,19.4,21.7
30-07-2014,0,27.7,20.6,24.15
31-07-2014,0,28.3,21.4,24.85
01-08-2014,0,27.6,23,25.3
02-08-2014,9.1,27.7,22.9,25.3
03-08-2014,0,27,22,24.5
04-08-2014,0,28.1,22.9,25.5
05-08-2014,0,27.9,23.2,25.55
06-08-2014,0,27.2,22.6,24.9
07-08-2014,0,27.4,24.3,25.85
08-08-2014,0,27.5,24.2,25.85
09-08-2014,0,27.3,23.5,25.4
10-08-2014,0,28.3,23.8,26.05
11-08-2014,0,27.9,23.7,25.8
12-08-2014,0,26.3,23.5,24.9
13-08-2014,0,30.2,23.5,26.85
14-08-2014,0,24.3,21.9,23.1
15-08-2014,0.4,24.5,21.2,22.85
16-08-2014,0,23.8,21.3,22.55
17-08-2014,0,26,20.7,23.35
18-08-2014,0,26,22.8,24.4
19-08-2014,0,26.5,21.8,24.15
20-08-2014,0,25.2,22.8,24
21-08-2014,0.1,25.4,22,23.7
22-08-2014,45,23,18.1,20.55
23-08-2014,0,24,18.6,21.3
24-08-2014,0,26,22,24
25-08-2014,0,26.3,23.8,25.05
26-08-2014,0,26.9,23.4,25.15
27-08-2014,0,28.3,23.3,25.8
28-08-2014,0,27.3,22.4,24.85
29-08-2014,0.4,26.7,23.5,25.1
30-08-2014,0,27.7,21.9,24.8
31-08-2014,0,27.3,22.3,24.8
01-09-2014,0,26.2,22.8,24.5
02-09-2014,0,26.4,22,24.2
03-09-2014,0,25.1,22.4,23.75
04-09-2014,2.4,24.8,22.2,23.5
05-09-2014,0.8,25.9,21.8,23.85
06-09-2014,0,27.1,21.1,24.1
07-09-2014,0.4,27.9,22.1,25
08-09-2014,0,28.2,23.6,25.9
09-09-2014,0,27.2,22.2,24.7
10-09-2014,0,27.7,21.1,24.4
11-09-2014,0,27.3,23.2,25.25
12-09-2014,0,26.9,22.4,24.65
13-09-2014,0,26.3,21.8,24.05
14-09-2014,6.3,26.5,20,23.25
15-09-2014,0,26.2,20.2,23.2
16-09-2014,19.5,26.4,21.3,23.85
17-09-2014,0,26.5,20.5,23.5
18-09-2014,0,26.7,21.4,24.05
19-09-2014,0,27.2,22.1,24.65
20-09-2014,0,27.8,21.5,24.65
21-09-2014,0.5,26.4,22.2,24.3
22-09-2014,11.3,23.3,19.4,21.35
23-09-2014,0.1,23,18.4,20.7
24-09-2014,0,23.9,18.3,21.1
25-09-2014,0,23.1,18.7,20.9
26-09-2014,0,23.1,17.3,20.2
27-09-2014,0,24.5,17,20.75
28-09-2014,45,22.7,19.9,21.3
29-09-2014,0.3,25.2,18.9,22.05
30-09-2014,7.3,24.7,19.8,22.25
01-10-2014,0.1,24,18.7,21.35
02-10-2014,0,26.3,18.8,22.55
03-10-2014,0,25.2,18.9,22.05
04-10-2014,9.4,24,17.7,20.85
05-10-2014,0.2,22,17.3,19.65
06-10-2014,0,24.3,18.8,21.55
07-10-2014,0,25.7,19.4,22.55
08-10-2014,0,25.9,18.4,22.15
09-10-2014,0,24.6,18.3,21.45
10-10-2014,0,25,19.1,22.05
11-10-2014,0.1,23.8,19.2,21.5
12-10-2014,0,24.9,20.7,22.8
13-10-2014,0,23.7,19.5,21.6
14-10-2014,0,22.2,17.3,19.75
15-10-2014,0,24.1,16.7,20.4
16-10-2014,0,26.7,19.5,23.1
17-10-2014,0,24.7,20.1,22.4
18-10-2014,0,24.5,18.6,21.55
19-10-2014,0,24,18.1,21.05
20-10-2014,0,25.5,17.7,21.6
21-10-2014,0,25.8,17.9,21.85
22-10-2014,0,22.2,18.2,20.2
23-10-2014,0,23.2,16,19.6
24-10-2014,0,24.7,14.9,19.8
25-10-2014,0,25.6,16.6,21.1
26-10-2014,0,23.7,17.7,20.7
27-10-2014,0,20.8,16.9,18.85
28-10-2014,0,21.7,16.5,19.1
29-10-2014,0,22.7,15.9,19.3
30-10-2014,0,22.2,16.1,19.15
31-10-2014,0,21.9,16.9,19.4
01-11-2014,0,22.6,17.3,19.95
02-11-2014,3.2,22.4,15.3,18.85
03-11-2014,28,22.1,15.9,19
04-11-2014,12.9,21.9,12.5,17.2
05-11-2014,0,17.4,11.5,14.45
06-11-2014,0,17.6,11.2,14.4
07-11-2014,0.2,21.9,9.6,15.75
08-11-2014,0.4,17.6,14.6,16.1
09-11-2014,1.5,16.5,11.9,14.2
10-11-2014,0,17.2,12.2,14.7
11-11-2014,6.4,16.1,10.1,13.1
12-11-2014,0,19.2,12.4,15.8
13-11-2014,0,21.4,11.3,16.35
14-11-2014,2.7,19.2,13.7,16.45
15-11-2014,0,18.5,14.6,16.55
16-11-2014,0,18.1,13.4,15.75
17-11-2014,0,16.6,12.1,14.35
18-11-2014,0,18.5,11.4,14.95
19-11-2014,0,19.6,10.3,14.95
20-11-2014,0,20.6,12.4,16.5
21-11-2014,0,21,16.4,18.7
22-11-2014,0,20.4,16.5,18.45
23-11-2014,0,21.2,17.2,19.2
24-11-2014,0.2,20.8,17.6,19.2
25-11-2014,0,19.3,16.5,17.9
26-11-2014,14,18,15,16.5
27-11-2014,2.3,18.8,12.9,15.85
28-11-2014,0.1,20.2,16.7,18.45
29-11-2014,13.7,19.4,16.1,17.75
30-11-2014,17.6,19.9,12.4,16.15
01-12-2014,0.1,18.6,12.7,15.65
02-12-2014,0,17.7,12.5,15.1
03-12-2014,3,13.7,10.3,12
04-12-2014,1.6,12.5,10,11.25
05-12-2014,0,13,9.6,11.3
06-12-2014,0.1,15.3,8.4,11.85
07-12-2014,0,15.6,8,11.8
08-12-2014,0,15.4,9.5,12.45
09-12-2014,0,14.3,8.9,11.6
10-12-2014,0,14,8.1,11.05
11-12-2014,0,17.8,10.4,14.1
12-12-2014,0,17.2,10.8,14
13-12-2014,0,16.1,8.7,12.4
14-12-2014,2.7,16.6,9.1,12.85
15-12-2014,14.2,14.5,11,12.75
16-12-2014,0,15.5,10.1,12.8
17-12-2014,0,14.1,9.1,11.6
18-12-2014,0,18.8,10.8,14.8
19-12-2014,0,19,12.4,15.7
20-12-2014,0,18.2,11.6,14.9
21-12-2014,0,17.2,8.9,13.05
22-12-2014,0,15.8,7,11.4
23-12-2014,0,15,5.7,10.35
24-12-2014,0,15.1,6.7,10.9
25-12-2014,0,16.2,6.2,11.2
26-12-2014,0,14.5,7.6,11.05
27-12-2014,0,14,7.5,10.75
28-12-2014,0,14.2,6.5,10.35
29-12-2014,0,14,3.9,8.95
30-12-2014,0,13.1,4.8,8.95
31-12-2014,0,14.1,6.2,10.15
